geneCluster	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KOs	BiGG_reactions	Annotation_tax_scope	OGs	bestOG|evalue|score	COG cat	eggNOG annot
GC00000886	335284.Pcryo_0849	2.6e-54	216.5					bactNOG[38]	0619E@bactNOG,0QXJ3@gproNOG,1265U@NOG,17MWU@proNOG	NA|NA|NA	S	Protein of unknown function (DUF3144)
GC00000887	1002339.HMPREF9373_0454	2.8e-198	696.4	METK	GO:0000166,GO:0000287,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0004478,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006556,GO:0006575,GO:0006725,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009108,GO:0009116,GO:0009119,GO:0009163,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0017076,GO:0018130,GO:0019438,GO:0019752,GO:0030554,GO:0030955,GO:0031420,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042278,GO:0042398,GO:0042451,GO:0042455,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0044711,GO:0046128,GO:0046129,GO:0046394,GO:0046483,GO:0046500,GO:0046872,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	K00789	METAT	bactNOG[38]	05CPH@bactNOG,0QHZD@gproNOG,16PQA@proNOG,COG0192@NOG	NA|NA|NA	H	Catalyzes the formation of S-adenosylmethionine from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme (By similarity)
GC00000888	335284.Pcryo_0851	5.4e-125	452.2	NTH	GO:0003674,GO:0003824,GO:0003906,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016829,GO:0016835,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044763,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360	K10773		bactNOG[38]	05CSM@bactNOG,0QI8Q@gproNOG,16PCJ@proNOG,COG0177@NOG	NA|NA|NA	L	endonuclease III
GC00000889	335284.Pcryo_0852	6.5e-133	478.8	RNFB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016651,GO:0044424,GO:0044464,GO:0044710,GO:0055114,GO:0071944	K03616		bactNOG[38]	08R3D@bactNOG,0QPWN@gproNOG,177Q6@proNOG,COG2878@NOG	NA|NA|NA	C	Required for nitrogen fixation. May be part of a membrane complex functioning as an intermediate in the electron transport to nitrogenase (By similarity)
GC00000891_1	1002339.HMPREF9373_1437	7.4e-221	771.9	IPDC	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K04103	INDPYRD	bactNOG[38]	07RA9@bactNOG,0QISZ@gproNOG,16QMC@proNOG,COG3961@NOG	NA|NA|NA	G, H	decarboxylase
GC00000891_r1_1	259536.Psyc_0858	3.3e-306	1055.4	IPDC	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K04103	INDPYRD	bactNOG[38]	07RA9@bactNOG,0QISZ@gproNOG,16QMC@proNOG,COG3961@NOG	NA|NA|NA	G, H	decarboxylase
GC00000892	259536.Psyc_0146	0.0	1257.3	CVRA		K03316		bactNOG[38]	08EKG@bactNOG,0RA22@gproNOG,17101@proNOG,COG0025@NOG	NA|NA|NA	P	Sodium hydrogen exchanger
GC00000893	259536.Psyc_0270	1.4e-307	1060.1	NADE	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0008150,GO:0008152,GO:0042597,GO:0044464	K01916,K01950	NADS1,NADS2	bactNOG[38]	05C4K@bactNOG,0QJYR@gproNOG,16PJ8@proNOG,COG0171@NOG,COG0388@NOG	NA|NA|NA	H	NAD synthetase
GC00000894	259536.Psyc_1397	2.3e-83	313.5	YAIL		K09912		bactNOG[38]	05IUQ@bactNOG,0QIE7@gproNOG,17DM9@proNOG,COG3122@NOG	NA|NA|NA	S	nucleoprotein polynucleotide-associated enzyme
GC00000895_1	335284.Pcryo_0123	1.8e-221	774.2	PCNB	GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004652,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006276,GO:0006378,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016740,GO:0016772,GO:0016779,GO:0031123,GO:0031124,GO:0034641,GO:0043170,GO:0043412,GO:0043631,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0070566,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363	K00970,K00974		bactNOG[38]	05DJ0@bactNOG,0QK8V@gproNOG,16R4D@proNOG,COG0617@NOG	NA|NA|NA	J	polyA polymerase
GC00000895_r1_1	259536.Psyc_0114	3.6e-228	796.6	PCNB	GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004652,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006276,GO:0006378,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016740,GO:0016772,GO:0016779,GO:0031123,GO:0031124,GO:0034641,GO:0043170,GO:0043412,GO:0043631,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0070566,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363	K00970,K00974		bactNOG[38]	05DJ0@bactNOG,0QK8V@gproNOG,16R4D@proNOG,COG0617@NOG	NA|NA|NA	J	polyA polymerase
GC00000895_r1_r1_1	335284.Pcryo_0123	0.0	1087.4	PCNB	GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004652,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006276,GO:0006378,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0016740,GO:0016772,GO:0016779,GO:0031123,GO:0031124,GO:0034641,GO:0043170,GO:0043412,GO:0043631,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0070566,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363	K00970,K00974		bactNOG[38]	05DJ0@bactNOG,0QK8V@gproNOG,16R4D@proNOG,COG0617@NOG	NA|NA|NA	J	polyA polymerase
GC00000896	1002339.HMPREF9373_0045	0.0	1291.6	MAEB	GO:0003674,GO:0003824,GO:0004470,GO:0004473,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0016615,GO:0016616,GO:0030145,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046872,GO:0046914,GO:0055114	K00027,K00029	ME2	bactNOG[38]	05C6K@bactNOG,0QJQU@gproNOG,16PJH@proNOG,COG0280@NOG,COG0281@NOG	NA|NA|NA	C	Malic enzyme
GC00000897	259536.Psyc_1365	2.5e-254	882.9	SSCG_01206		K00507		bactNOG[38]	05DRE@bactNOG,0QI1J@gproNOG,16RBK@proNOG,COG1398@NOG	NA|NA|NA	I	fatty acid desaturase
GC00000898_3	257314.LJ0641	5.3e-09	67.4		GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944			bactNOG[38]	053EU@bacNOG,05EFN@bactNOG,0P4NA@firmNOG,0XR2M@NOG	NA|NA|NA	S	Inherit from bactNOG: (LipO)protein
GC00000898_r1_1	713605.LineA_010100001270	4.6e-08	64.3			K03924		bactNOG[38]	053EU@bacNOG,05EFN@bactNOG,0P4NA@firmNOG,0XR2M@NOG	NA|NA|NA	S	Inherit from bactNOG: (LipO)protein
GC00000899_1	335284.Pcryo_1002	2.1e-72	277.3	PDUO		K00798		bactNOG[38]	08WBT@bactNOG,0QQUX@gproNOG,179WM@proNOG,COG2096@NOG	NA|NA|NA	S	ATP cob(I)alamin adenosyltransferase
GC00000899_r1_1	259536.Psyc_1362	1e-92	344.7	PDUO		K00798		bactNOG[38]	08WBT@bactNOG,0QQUX@gproNOG,179WM@proNOG,COG2096@NOG	NA|NA|NA	S	ATP cob(I)alamin adenosyltransferase
GC00000900	1002339.HMPREF9373_0053	9.7e-249	864.4	GUAB	GO:0003674,GO:0003824,GO:0003938,GO:0004497,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006177,GO:0006195,GO:0006204,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009125,GO:0009126,GO:0009127,GO:0009128,GO:0009150,GO:0009152,GO:0009154,GO:0009156,GO:0009158,GO:0009161,GO:0009163,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009169,GO:0009259,GO:0009260,GO:0009261,GO:0009987,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0016705,GO:0016709,GO:0018130,GO:0018659,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0030312,GO:0034641,GO:0034654,GO:0034655,GO:0040007,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046037,GO:0046040,GO:0046128,GO:0046129,GO:0046390,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0055114,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0072523,GO:0090407,GO:0097292,GO:0097293,GO:1901068,GO:1901070,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901659	K00088	IMPD	bactNOG[38]	05CP4@bactNOG,0QITP@gproNOG,16Q4Q@proNOG,COG0516@NOG,COG0517@NOG	NA|NA|NA	F	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth (By similarity)
GC00000901	335284.Pcryo_1007	1.7e-104	384.0	PDXH	GO:0000166,GO:0003674,GO:0003824,GO:0004733,GO:0005488,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0008615,GO:0009058,GO:0009108,GO:0009110,GO:0009443,GO:0009987,GO:0010181,GO:0016491,GO:0016638,GO:0016641,GO:0018130,GO:0019438,GO:0019637,GO:0032553,GO:0034641,GO:0036094,GO:0042364,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0043094,GO:0043167,GO:0043168,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046483,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	K00275	PDX5POi,PYAM5PO,PYDXNO,PYDXO	bactNOG[38]	08S7T@bactNOG,0QM7D@gproNOG,16S47@proNOG,COG0259@NOG	NA|NA|NA	H	Catalyzes the oxidation of either pyridoxine 5'- phosphate (PNP) or pyridoxamine 5'-phosphate (PMP) into pyridoxal 5'-phosphate (PLP) (By similarity)
GC00000903	259536.Psyc_0909	0.0	1612.4	PEPN	GO:0003674,GO:0003824,GO:0004177,GO:0005575,GO:0005623,GO:0005886,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008238,GO:0009056,GO:0009987,GO:0016020,GO:0016787,GO:0019538,GO:0034641,GO:0043170,GO:0043171,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044267,GO:0044464,GO:0070011,GO:0071704,GO:0071944,GO:1901564,GO:1901565,GO:1901575	K01256	AMPTASECG,AMPTASEPG	bactNOG[38]	05CD8@bactNOG,0QHZX@gproNOG,16QM5@proNOG,COG0308@NOG	NA|NA|NA	E	aminopeptidase N
GC00000904	259536.Psyc_0910	2.2e-194	683.3	AROF	GO:0000162,GO:0003674,GO:0003824,GO:0003849,GO:0006082,GO:0006520,GO:0006558,GO:0006568,GO:0006570,GO:0006571,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009094,GO:0009095,GO:0009308,GO:0009309,GO:0009423,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0043648,GO:0043650,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046219,GO:0046394,GO:0046417,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902221,GO:1902223	K01626	DDPA	bactNOG[38]	05E99@bactNOG,0QHSJ@gproNOG,16PQR@proNOG,COG0722@NOG	NA|NA|NA	E	Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP) (By similarity)
GC00000905_1	335284.Pcryo_1505	4.3e-78	296.6	RNHB	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575,GO:1901576	K03470		bactNOG[38]	08UH2@bactNOG,16T5P@proNOG,COG0164@NOG	NA|NA|NA	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)
GC00000905_r1_1	259536.Psyc_0912	2e-81	307.8	RNHB	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575,GO:1901576	K03470		bactNOG[38]	08UH2@bactNOG,16T5P@proNOG,COG0164@NOG	NA|NA|NA	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)
GC00000905_r1_r1_1	349106.PsycPRwf_0923	2e-83	314.7	RNHB	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575,GO:1901576	K03470		bactNOG[38]	08UH2@bactNOG,16T5P@proNOG,COG0164@NOG	NA|NA|NA	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)
GC00000905_r1_r1_r1_1	335284.Pcryo_1505	6.8e-122	442.2	RNHB	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575,GO:1901576	K03470		bactNOG[38]	08UH2@bactNOG,16T5P@proNOG,COG0164@NOG	NA|NA|NA	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)
GC00000906	335284.Pcryo_1502	7.3e-210	734.9	NSPC	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006576,GO:0006595,GO:0006596,GO:0006807,GO:0008150,GO:0008152,GO:0008216,GO:0008295,GO:0009058,GO:0009308,GO:0009309,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0030170,GO:0034641,GO:0042401,GO:0042710,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043900,GO:0044010,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0044764,GO:0045312,GO:0046204,GO:0046983,GO:0048037,GO:0050789,GO:0050794,GO:0051704,GO:0065007,GO:0071704,GO:1900190,GO:1901564,GO:1901566,GO:1901576	K13747	CSPMDDC	bactNOG[38]	05D3D@bactNOG,0QMPG@gproNOG,16SZV@proNOG,COG0019@NOG	NA|NA|NA	E	Catalyzes the decarboxylation of carboxynorspermidine and carboxyspermidine (By similarity)
GC00000907_1	259536.Psyc_0918	7.7e-52	208.8	YJEE	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K06925,K07102		bactNOG[38]	05K8N@bactNOG,0QS7U@gproNOG,17C3J@proNOG,COG0802@NOG	NA|NA|NA	S	UPF0079 ATP-binding protein
GC00000907_r1_1	259536.Psyc_0918	1.4e-53	214.5	YJEE	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K06925,K07102		bactNOG[38]	05K8N@bactNOG,0QS7U@gproNOG,17C3J@proNOG,COG0802@NOG	NA|NA|NA	S	UPF0079 ATP-binding protein
GC00000907_r1_r1_1	335284.Pcryo_1496	1e-75	288.1	YJEE	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K06925,K07102		bactNOG[38]	05K8N@bactNOG,0QS7U@gproNOG,17C3J@proNOG,COG0802@NOG	NA|NA|NA	S	UPF0079 ATP-binding protein
GC00000908_1	1002339.HMPREF9373_0518	2.6e-146	524.6	MUTL	GO:0000018,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0019439,GO:0019637,GO:0019693,GO:0030554,GO:0031323,GO:0032300,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0043170,GO:0043234,GO:0043566,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051716,GO:0055086,GO:0060255,GO:0065007,GO:0071704,GO:0072521,GO:0072523,GO:0080090,GO:0090304,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K03572		bactNOG[38]	05DC6@bactNOG,COG0323@NOG	NA|NA|NA	L	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex (By similarity)
GC00000908_2	259536.Psyc_0919	2.2e-135	488.0	MUTL	GO:0000018,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0019439,GO:0019637,GO:0019693,GO:0030554,GO:0031323,GO:0032300,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0043170,GO:0043234,GO:0043566,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051716,GO:0055086,GO:0060255,GO:0065007,GO:0071704,GO:0072521,GO:0072523,GO:0080090,GO:0090304,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K03572		bactNOG[38]	05DC6@bactNOG,COG0323@NOG	NA|NA|NA	L	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex (By similarity)
GC00000908_3	259536.Psyc_0919	5.3e-132	476.9	MUTL	GO:0000018,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0019439,GO:0019637,GO:0019693,GO:0030554,GO:0031323,GO:0032300,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0043170,GO:0043234,GO:0043566,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051716,GO:0055086,GO:0060255,GO:0065007,GO:0071704,GO:0072521,GO:0072523,GO:0080090,GO:0090304,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K03572		bactNOG[38]	05DC6@bactNOG,COG0323@NOG	NA|NA|NA	L	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex (By similarity)
